StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ignored,excluded,belonged,mc_percent_ball,aas_happy,aas_anxious,aas_pleased,aas_angry,aas_frustrated,aas_depressed,aas_joyful,aas_unhappy,aas_enjoyment,aas_peaceful,aas_bored,aas_relaxed,1_static_add,1_static_continue,2_static_add,2_static_continue,3_static_add,3_static_continue,4_static_add,4_static_continue,5_static_add,5_static_continue,1_add,1_continue,2_add,2_continue,3_add,3_continue,4_add,4_continue,5_add,5_continue,6_add,6_continue,7_add,7_continue,8_add,8_continue,9_add,9_continue,10_add,10_continue,n_tasks,SC2,start_value,current_total,base_pay,total_pay,code,bonus_1,bonus_2,total_bonus,dummy_var,total_correct,workerId,hitId,assignmentId,condition,play_for,condition_int,ignored_mstrength,excluded_mstrength,belonged_mstrength,missed_tasks,prop_tasks
7/18/18 10:04,7/18/18 10:11,IP Address,72.133.46.6,100,453,TRUE,7/18/18 10:11,R_2tFKgsUmHkJSUa2,NA,NA,NA,NA,44.52409363,-87.9056015,anonymous,EN,5,5,1,1,2,3,1,3,6,5,1,5,1,3,2,2,5,Yes,3,Yes,8,Yes,15,Yes,24,Yes,29,Yes,49,Yes,26,Yes,29,Yes,69,No,40,Yes,35,Yes,56,Yes,48,Yes,65,Yes,15,3,5,69,1,1.01,B2,0.12,0.02,0.02,TRUE,13,A9WIOFVRSYW3L,39WSF6KUV227ZK8X10OWNCTEQYUOE0,3W92K5RLWVZ5F5MUHDM92UCXV8NV5Q,Excluded,Team,1,1,1,5,0,1
7/18/18 10:07,7/18/18 10:11,IP Address,138.128.18.226,100,261,TRUE,7/18/18 10:12,R_ZDZbisfmUL077qh,NA,NA,NA,NA,34.05839539,-118.2779999,anonymous,EN,4,4,4,20,6,5,5,7,6,5,7,7,7,6,3,4,6,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,6,1,1,B0,0.12,0.02,0,TRUE,1,A24DO1MVRGHZA8,39WSF6KUV227ZK8X10OWNCTEQYUOE0,3IUZPWIU1PPLCD72EAVBQLETZ7HWKJ,Included,Self,0,4,4,4,14,0.06666666666666667
7/18/18 10:06,7/18/18 10:12,IP Address,24.54.166.209,100,317,TRUE,7/18/18 10:12,R_2QiiCY4rTLFXzrC,NA,NA,NA,NA,43.76229858,-93.33969879,anonymous,EN,1,1,3,25,4,1,4,1,1,1,3,1,4,4,1,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,34,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,5,34,1,1.14,B14,0.12,0.02,0.14,TRUE,5,A3G4HX36KVNQC0,3INZSNUD807Z0RQR3GUUK4G4VN79DE,3XUHV3NRVLG0X4RACO55NTLONTE5HC,Included,Self,0,1,1,3,9,0.4
7/18/18 10:04,7/18/18 10:12,IP Address,24.145.18.116,100,452,TRUE,7/18/18 10:12,R_3lRZdUr7dJ0OPXp,NA,NA,NA,NA,40.51719666,-78.36620331,anonymous,EN,2,2,4,33,4,2,4,1,1,1,4,2,4,6,3,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,66,Yes,54,Yes,56,Yes,48,Yes,66,Yes,53,Yes,62,Yes,37,Yes,45,Yes,75,Yes,15,12,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A3O4VPJT4GOBMB,3ACRLU860NVNGQJOXVJAHSTFJZBEBM,3QXNC7EIPJD8NRNQH6B1THR9N8U904,Included,Team,0,2,2,4,0,1
7/18/18 10:04,7/18/18 10:12,IP Address,172.5.128.63,100,464,TRUE,7/18/18 10:12,R_ronhyvZjSnBjTMd,NA,NA,NA,NA,29.76719666,-95.1588974,anonymous,EN,4,4,2,10,5,2,6,2,2,2,6,2,6,6,2,6,6,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,1,1,B0,0.12,0.02,0,TRUE,1,A22HZJIW9LEIS0,3H1C3QRA0106QVBUBVF5SCZX1KBECT,39GXDJN2OUWO2N5WFBTCEEMOXYP8V6,Included,Charity,0,4,4,2,14,0.06666666666666667
7/18/18 10:05,7/18/18 10:12,IP Address,124.122.122.22,100,432,TRUE,7/18/18 10:12,R_3lrDh7OQBLygu5W,NA,NA,NA,NA,13.68330383,100.5,anonymous,EN,1,1,5,25,7,1,7,1,1,1,7,1,7,7,1,7,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,36,Yes,75,Yes,74,Yes,72,Yes,47,Yes,69,Yes,36,Yes,43,Yes,64,Yes,56,Yes,15,15,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A1BZNPQ0H7ZSER,3L1EFR8WWTMWYB4NUMPK84JP70N9FP,3IQ1VMJRYU24O4L8988UIN3MWU6A9W,Included,Self,0,1,1,5,0,1
7/18/18 10:07,7/18/18 10:12,IP Address,99.203.93.165,100,288,TRUE,7/18/18 10:12,R_2vctJntr6IXNAZA,NA,NA,NA,NA,38.65719604,-90.28199768,anonymous,EN,3,3,2,33,3,3,5,1,1,2,5,2,2,1,3,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,45,Yes,46,Yes,48,Yes,59,Yes,70,Yes,75,Yes,36,Yes,66,Yes,56,Yes,45,Yes,15,8,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A34OXAINBMHBTD,3MDKGGG61Q4JZXKQRZRX5Y7O88N6TJ,3JV9LGBJWUW85I2HXXJMBZ9EPO6OG1,Included,Self,0,3,3,2,0,1
7/18/18 10:06,7/18/18 10:12,IP Address,108.228.24.37,100,356,TRUE,7/18/18 10:12,R_1giGfKajTWoo5Z4,NA,NA,NA,NA,37.91810608,-122.0735016,anonymous,EN,5,5,1,2,4,1,4,2,2,1,6,2,2,3,2,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,31,Yes,NA,NA,39,Yes,NA,NA,36,Yes,NA,NA,NA,NA,47,No,NA,NA,9,3,5,47,1,1.05,B14,0.12,0.02,0.14,TRUE,9,A2AY9FXPXCAC5F,39WSF6KUV227ZK8X10OWNCTEQYUOE0,3FQ5JJ512M6VPJYOM94OU2126VIKNL,Excluded,Charity,1,1,1,5,6,0.6
7/18/18 10:06,7/18/18 10:12,IP Address,104.11.61.83,100,392,TRUE,7/18/18 10:12,R_2wbpTXThgdoPSRU,NA,NA,NA,NA,37.91369629,-122.0117035,anonymous,EN,2,2,4,25,3,2,4,1,3,2,1,2,3,4,1,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,36,Yes,39,Yes,38,Yes,62,Yes,66,Yes,44,Yes,36,Yes,51,Yes,59,Yes,75,Yes,15,12,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A8KX1HFH8NE2Q,3QI9WAYOGQSIKX7B2ZM7VTB26P96SU,3IX2EGZR7C1LTXKYXVLT276ZS36RJG,Included,Charity,0,2,2,4,0,1
7/18/18 10:04,7/18/18 10:12,IP Address,209.172.201.132,100,524,TRUE,7/18/18 10:12,R_28VejR4iDB8ZZp5,NA,NA,NA,NA,33.97909546,-84.1493988,anonymous,EN,5,5,1,1,3,5,3,1,4,5,3,2,1,2,3,2,6,Yes,0,Yes,5,Yes,12,Yes,21,Yes,48,Yes,55,Yes,23,Yes,48,Yes,66,Yes,37,Yes,54,Yes,62,Yes,45,Yes,32,Yes,15,3,5,66,1,1.01,B2,0.12,0.02,0.02,TRUE,14,A15NT1E8X5MFYP,30EV7DWJTVCFGJJK15EWDFZ3NA56Y8,37ZHEEHM6X40Q0YULWV0HJYAVUQ37H,Excluded,Team,1,1,1,5,0,1
7/18/18 10:05,7/18/18 10:13,IP Address,120.29.112.236,100,433,TRUE,7/18/18 10:13,R_2B8xp5ScVOJHVFX,NA,NA,NA,NA,14.64880371,121.0509033,anonymous,EN,5,5,1,5,2,3,1,6,6,2,1,5,1,1,6,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,37,Yes,31,Yes,33,Yes,66,Yes,37,Yes,57,Yes,63,Yes,43,Yes,74,Yes,52,Yes,15,3,5,74,1,1.05,B14,0.12,0.02,0.14,TRUE,14,A1WE7JOOWZSMHF,3F6045TU7D5NX1DAR0PSY8XE42S99X,3S0TNUHWKU02865AOQTI8SGHXRL8D7,Excluded,Team,1,1,1,5,0,1
7/18/18 10:05,7/18/18 10:13,IP Address,32.214.224.208,100,421,TRUE,7/18/18 10:13,R_2eUTQynMXoMj19i,NA,NA,NA,NA,41.55140686,-73.06520081,anonymous,EN,5,5,1,5,4,1,3,2,2,3,1,2,2,1,3,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,39,Yes,56,Yes,58,Yes,49,Yes,34,Yes,39,Yes,55,Yes,46,Yes,75,Yes,67,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,ACP3L9X63GBRK,3H1C3QRA0106QVBUBVF5SCZX1KBECT,3KXIR214I5YEMVKSFYJOVX98YE142O,Excluded,Team,1,1,1,5,0,1
7/18/18 10:06,7/18/18 10:13,IP Address,24.60.119.123,100,398,TRUE,7/18/18 10:13,R_2w4CvXYQ5JxXwsQ,NA,NA,NA,NA,42.22380066,-72.64089966,anonymous,EN,1,1,5,33,5,1,5,1,1,1,5,1,5,5,1,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,67,Yes,72,Yes,67,Yes,75,Yes,71,Yes,52,Yes,65,Yes,59,Yes,38,Yes,47,Yes,15,15,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A1YBX7P5PY8LL,3NBFJK3IOHZ5JY4O7VEKNFEQ3E9OGH,34Q075JO1YVQYMKVDTW8EB9QPW701N,Included,Charity,0,1,1,5,0,1
7/18/18 10:03,7/18/18 10:13,IP Address,96.92.212.73,100,600,TRUE,7/18/18 10:13,R_3mfxB5QPkrVBoyf,NA,NA,NA,NA,42.085495,-87.8246994,anonymous,EN,4,4,3,5,4,2,4,3,3,2,3,2,4,4,3,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,58,Yes,NA,NA,58,Yes,33,Yes,NA,NA,63,No,56,Yes,NA,NA,41,Yes,50,Yes,12,7,5,63,1,1.14,B14,0.12,0.02,0.14,TRUE,11,A136SBQYT4RFKX,3QI9WAYOGQSIKX7B2ZM7VTB26P96SU,3IXEICO7931MLHIJH1WZTI2CUII6T1,Excluded,Self,1,2,2,3,3,0.8
7/18/18 10:07,7/18/18 10:13,IP Address,204.145.237.254,100,371,TRUE,7/18/18 10:13,R_xFNa1FRnbeT75iV,NA,NA,NA,NA,26.69880676,-81.90799713,anonymous,EN,5,5,1,0,2,1,3,1,2,1,2,2,3,3,4,4,6,Yes,9,Yes,14,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,14,1,1.12,B12,0.12,0.02,0.12,TRUE,3,A2H4SM7PEAK10H,3IVEC1GSLPGUE8NO9Z1C8WTY2VGJ1T,39OWYR0EPL9ELWAOS0M2V5742J5FY4,Excluded,Self,1,1,1,5,12,0.2
7/18/18 10:06,7/18/18 10:13,IP Address,73.66.183.124,100,418,TRUE,7/18/18 10:13,R_2QSedpbnDpMiZWT,NA,NA,NA,NA,36.74110413,-119.7499008,anonymous,EN,5,5,5,1,1,2,1,3,5,1,1,4,1,1,7,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,75,Yes,39,Yes,60,Yes,75,Yes,58,Yes,65,Yes,45,Yes,72,Yes,38,Yes,54,Yes,15,7,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A29CKVKSYJXIQ0,3NBFJK3IOHZ5JY4O7VEKNFEQ3E9OGH,3MAOD8E57RS19JXVLSJDKW9424SNX8,Excluded,Team,1,1,1,1,0,1
7/18/18 10:07,7/18/18 10:13,IP Address,68.225.73.124,100,394,TRUE,7/18/18 10:13,R_OMOlVyCo4mVXbOx,NA,NA,NA,NA,29.98379517,-90.16829681,anonymous,EN,5,5,1,5,1,2,1,3,4,3,1,4,1,1,6,1,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,30,Yes,55,Yes,75,Yes,33,Yes,73,Yes,69,Yes,54,Yes,48,Yes,41,Yes,64,Yes,15,3,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,AG2B66097YLSX,39WSF6KUV227ZK8X10OWNCTEQYUOE0,3KIBXJ1WD6CD74Y0NO419R17W5KKOX,Excluded,Self,1,1,1,5,0,1
7/18/18 10:05,7/18/18 10:13,IP Address,198.252.156.11,100,494,TRUE,7/18/18 10:13,R_1Lwb24b3H652Zlu,NA,NA,NA,NA,30.45629883,-84.35399628,anonymous,EN,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,32,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,32,1,1.05,B14,0.12,0.02,0.14,TRUE,6,A3FHIX6HE7YINC,3HO4MYYR125YZAZFR4H7AUTQRMU6UA,30X31N5D648MTJH7IE8LZI8COIVSAP,Excluded,Team,1,1,1,5,9,0.4
7/18/18 10:04,7/18/18 10:13,IP Address,190.238.163.91,100,568,TRUE,7/18/18 10:13,R_aW5Wg6aARnVXlNn,NA,NA,NA,NA,-12.05000305,-77.05000305,anonymous,EN,2,2,4,30,6,1,6,1,1,1,6,NA,NA,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,69,Yes,56,Yes,71,Yes,41,Yes,75,Yes,55,Yes,62,Yes,69,Yes,38,Yes,50,Yes,15,12,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A2EJLKLPXT8GDI,3BAKUKE49HTBCW61H4ALANFPCCAR1T,3U8YCDAGXQYEFQ4CY8MNFCHYX8Y0QH,Included,Self,0,2,2,4,0,1
7/18/18 10:07,7/18/18 10:14,IP Address,136.33.51.78,100,375,TRUE,7/18/18 10:14,R_3EyBafITLkNcEb5,NA,NA,NA,NA,39.01420593,-94.5951004,anonymous,EN,5,5,1,1,3,1,3,1,1,1,1,1,1,2,1,4,6,Yes,9,Yes,14,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,14,1,1.04,B12,0.12,0.02,0.12,TRUE,3,A1WRYUFOYFF8QO,3UOMW19E6DN6UCI10UM2OITKORCC5Q,3VNL7UK1XG1I4ABUIUZ3NOFPNHHFT9,Excluded,Charity,1,1,1,5,12,0.2
7/18/18 10:08,7/18/18 10:14,IP Address,68.103.182.124,100,351,TRUE,7/18/18 10:14,R_3fW45vB8pLxlDc8,NA,NA,NA,NA,37.70799255,-97.31549835,anonymous,EN,1,1,4,29,4,1,4,1,1,1,2,2,2,6,2,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,38,Yes,45,Yes,NA,NA,NA,NA,43,Yes,NA,NA,37,Yes,53,No,NA,NA,10,14,5,53,1,1.14,B14,0.12,0.02,0.14,TRUE,10,A1O0BGHFTMPQM0,3CMV9YRYP3I74FRS29JVSB2C01LLJ1,3YGXWBAF71ZRKDCUCR8U7AIUA5F4CY,Included,Self,0,1,1,4,5,0.6666666666666666
7/18/18 10:07,7/18/18 10:14,IP Address,142.196.238.141,100,406,TRUE,7/18/18 10:14,R_3DhJCGlHkyvcNEE,NA,NA,NA,NA,28.67660522,-81.19909668,anonymous,EN,5,5,1,5,2,2,1,3,6,4,1,5,1,1,7,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,42,Yes,42,Yes,NA,NA,NA,NA,NA,NA,41,Yes,36,Yes,57,No,50,Yes,NA,NA,11,3,5,57,1,1.05,B14,0.12,0.02,0.14,TRUE,11,AAKBYJD64R6K,36MUZ9VAE6JGVNH8BRAGCIHFMKNEDT,3300DTYQT3ZD6GJ66FL201J2R99QEU,Excluded,Team,1,1,1,5,4,0.7333333333333333
7/18/18 10:00,7/18/18 10:14,IP Address,97.73.166.199,100,824,TRUE,7/18/18 10:14,R_UKZMgSwvYnsVR3X,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,5,5,1,5,1,1,1,1,3,1,1,2,1,1,7,1,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,69,Yes,69,Yes,32,Yes,61,Yes,58,Yes,37,Yes,75,Yes,68,Yes,45,Yes,54,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A32W24TWSWXW,34F34TZU7WG13T5KS31QDF33U1UJ2A,3X3OR7WPZ0IL6IT217R6R5OM60L8LL,Excluded,Team,1,1,1,5,0,1
7/18/18 9:58,7/18/18 10:14,IP Address,73.242.26.113,100,967,TRUE,7/18/18 10:14,R_7O0FoEy8Lhr2CqZ,NA,NA,NA,NA,45.09460449,-93.2582016,anonymous,EN,5,5,1,1,4,1,4,1,1,1,4,1,3,5,1,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,53,Yes,49,Yes,NA,NA,48,Yes,53,Yes,58,Yes,NA,NA,37,Yes,45,Yes,67,No,13,3,5,67,1,1.14,B14,0.12,0.02,0.14,TRUE,13,AQEP3H2QADT47,3T2HW4QDUVOPVZKD3KZJ0YYMANV9CE,3U088ZLJVLBJZN0YAHLT71ZKL9AW0C,Excluded,Self,1,1,1,5,2,0.8666666666666667
7/18/18 10:07,7/18/18 10:14,IP Address,66.203.141.66,100,446,TRUE,7/18/18 10:14,R_3nCTEc2tt8Q6yYh,NA,NA,NA,NA,27.24980164,-80.37969971,anonymous,EN,4,4,2,1,5,1,4,1,1,1,5,1,7,4,1,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,31,Yes,31,Yes,46,Yes,54,Yes,35,Yes,51,Yes,60,No,NA,NA,NA,NA,44,Yes,13,6,5,60,1,1.05,B14,0.12,0.02,0.14,TRUE,13,A2IZ9FXMOW9LVQ,302OLP89DZO30IUIVQDJWT96G5DCAW,34J10VATJGGPMLLS2YBTLGHUJ2GIQV,Excluded,Charity,1,2,2,4,2,0.8666666666666667
7/18/18 10:07,7/18/18 10:14,IP Address,47.151.38.124,100,418,TRUE,7/18/18 10:14,R_27kXGa47v7qwP2Z,NA,NA,NA,NA,33.97090149,-118.0194016,anonymous,EN,5,5,1,3,3,6,3,2,4,5,2,3,1,1,3,1,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,53,Yes,70,No,53,Yes,69,Yes,66,Yes,NA,NA,44,Yes,51,Yes,38,Yes,62,Yes,14,3,5,70,1,1.05,B14,0.12,0.02,0.14,TRUE,14,A3VP27UUQ34OXK,3RSBJ6YZEC7Z5Y8TWB825UEE2Z9OFI,3YOH7BII0AP8XO7XO0QF4JVFSYEKVW,Excluded,Charity,1,1,1,5,1,0.9333333333333333
7/18/18 10:07,7/18/18 10:15,IP Address,38.114.200.193,100,476,TRUE,7/18/18 10:15,R_3mh58XlgOH9O11z,NA,NA,NA,NA,31.21310425,-94.49990082,anonymous,EN,1,1,5,30,7,1,7,1,1,1,7,1,7,7,1,7,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,50,Yes,56,Yes,62,Yes,50,Yes,60,Yes,55,Yes,75,Yes,69,Yes,47,Yes,39,Yes,15,15,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A2DVCDDVI697QR,3HJ1EVZS2O07MZKG48O4YGUMAWOR3L,3B3WTRP3DCKFJ1Q4WTFFC5KOK6F29I,Included,Self,0,1,1,5,0,1
7/18/18 10:07,7/18/18 10:15,IP Address,67.176.167.210,100,463,TRUE,7/18/18 10:15,R_BPJTK4hT6KjVUwp,NA,NA,NA,NA,41.39259338,-88.44550323,anonymous,EN,2,2,3,40,3,1,3,1,3,1,3,1,3,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,33,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,5,33,1,1.05,B14,0.12,0.02,0.14,TRUE,6,A1GVHFB9F270GX,3L1EFR8WWTMWYB4NUMPK84JP70N9FP,3R9WASFE20YEQMKTOMOL9CG68D9FZV,Included,Team,0,2,2,3,9,0.4
7/18/18 10:08,7/18/18 10:15,IP Address,64.25.129.70,100,410,TRUE,7/18/18 10:15,R_32PXux5Ik8oqErL,NA,NA,NA,NA,45.76609802,-108.5789032,anonymous,EN,5,5,1,5,2,1,1,3,4,3,1,4,1,1,6,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,75,Yes,53,Yes,35,Yes,33,Yes,75,Yes,64,Yes,59,Yes,71,Yes,52,Yes,44,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,APZ96S6I5QG2C,3C8QQOM6JPIB947MKRYVGANCNMWLIP,3TVSS0C0E2IKFWXP8J93RC1PIKDTWR,Excluded,Charity,1,1,1,5,0,1
7/18/18 10:06,7/18/18 10:15,IP Address,12.40.206.6,100,525,TRUE,7/18/18 10:15,R_2VsCrjg7Eh7ePUR,NA,NA,NA,NA,42.59880066,-83.01039886,anonymous,EN,2,2,4,25,4,2,5,2,4,2,4,3,NA,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,67,Yes,56,Yes,46,Yes,55,Yes,67,Yes,35,Yes,52,Yes,63,Yes,75,No,44,Yes,15,12,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A3CMOHJ8HNNDPL,3O4VWC1GEWNQOB13W3FVWP8V0FUJ3L,3LRKMWOKB6ZUPS8H0R9EPTMHZ93Z2U,Included,Self,0,2,2,4,0,1
7/18/18 10:05,7/18/18 10:15,IP Address,167.173.8.20,100,601,TRUE,7/18/18 10:15,R_1OxES8XgmUhTPu0,NA,NA,NA,NA,40.76620483,-73.98619843,anonymous,EN,4,4,2,10,1,1,1,1,3,3,1,3,1,1,4,1,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,76,Yes,63,Yes,62,Yes,46,Yes,34,Yes,69,Yes,60,Yes,76,Yes,54,Yes,43,Yes,15,6,5,76,1,1.05,B14,0.12,0.02,0.14,TRUE,14,A22LZ62E0UC4VL,3NBFJK3IOHZ5JY4O7VEKNFEQ3E9OGH,30ZX6P7VF9D4PD3DI56S1ZYRGBQ2JC,Included,Charity,0,4,4,2,0,1
7/18/18 10:09,7/18/18 10:15,IP Address,98.102.82.254,100,341,TRUE,7/18/18 10:15,R_02FIQwD0vNM39jr,NA,NA,NA,NA,43.22140503,-87.93939972,anonymous,EN,5,5,1,0,1,1,1,1,3,1,1,2,1,1,7,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,43,Yes,67,Yes,45,Yes,75,Yes,43,Yes,72,Yes,51,Yes,58,Yes,66,Yes,39,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,14,A2PJ1XAIGPIGJU,3MDKGGG61Q4JZXKQRZRX5Y7O88N6TJ,33FOTY3KEN3ASEFBP9PS9CBRYL61CJ,Excluded,Team,1,1,1,5,0,1
7/18/18 10:11,7/18/18 10:15,IP Address,68.116.128.138,100,265,TRUE,7/18/18 10:15,R_3p3V0K1dXhjBif0,NA,NA,NA,NA,32.69090271,-97.26380157,anonymous,EN,3,3,4,25,4,3,4,2,2,2,3,3,4,4,4,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,No,NA,NA,NA,NA,6,10,5,37,1,1.05,B14,0.12,0.02,0.14,TRUE,6,ACJ6NSCIWMUZI,3CESM1J3EIKBREOKM4W8SIENC256W9,3A1PQ49WVIZ19MQRB13TK387BDBH18,Included,Charity,0,3,3,4,9,0.4
7/18/18 10:08,7/18/18 10:15,IP Address,71.224.124.240,100,423,TRUE,7/18/18 10:15,R_2tD9vQNcQnF74YX,NA,NA,NA,NA,40.26049805,-75.6155014,anonymous,EN,4,5,2,10,7,1,6,1,1,1,6,1,5,5,2,6,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,57,No,49,Yes,54,Yes,45,Yes,NA,NA,NA,NA,39,Yes,10,5,5,57,1,1.05,B14,0.12,0.02,0.14,TRUE,10,AUU996MMEV5C4,3C8QQOM6JPIB947MKRYVGANCNMWLIP,35GMH2SV3FZAL46QR2TYBWO2C8SEOB,Included,Team,0,4,5,2,5,0.6666666666666666
7/18/18 10:08,7/18/18 10:15,IP Address,73.194.199.39,100,452,TRUE,7/18/18 10:15,R_1dKMUIg9w4UGUwx,NA,NA,NA,NA,39.76460266,-74.28780365,anonymous,EN,5,5,1,5,2,3,2,1,4,2,1,3,2,3,5,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,33,Yes,NA,NA,55,No,NA,NA,NA,NA,50,Yes,42,Yes,9,3,5,55,1,1.05,B14,0.12,0.02,0.14,TRUE,9,A3L0DCUXI7X3A9,3M7OI89LVY52DGIF5DW7GO7KKMNC66,337RC3OW06KJHUPF902GJJ8UHYKVLB,Excluded,Team,1,1,1,5,6,0.6
7/18/18 10:05,7/18/18 10:15,IP Address,71.86.81.80,100,631,TRUE,7/18/18 10:15,R_An7hbSGw9mk7VRv,NA,NA,NA,NA,30.4750061,-92.42199707,anonymous,EN,1,1,4,30,7,1,6,1,1,1,5,1,5,7,1,7,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,71,Yes,69,Yes,71,Yes,68,Yes,75,Yes,65,Yes,51,Yes,37,Yes,45,Yes,60,Yes,15,14,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A2BGRGVU9HG0C6,3CMV9YRYP3I74FRS29JVSB2C01LLJ1,3LJ7UR74RIVABH9L1HH8NLC699Q4ND,Included,Self,0,1,1,4,0,1
7/18/18 10:07,7/18/18 10:15,IP Address,71.92.206.176,100,524,TRUE,7/18/18 10:15,R_3pr7XhpxosYdKOn,NA,NA,NA,NA,34.02490234,-117.8973007,anonymous,EN,5,5,1,5,3,2,1,1,2,1,1,2,1,2,4,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,74,Yes,75,Yes,37,Yes,40,Yes,58,Yes,35,Yes,54,Yes,65,Yes,48,Yes,74,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A3095ABT1L25QK,3IWA71V4TIXQGETAW9SUU1SUL4B6X2,36WLNQG780SQ2AHHNXOC5CO3598EB6,Excluded,Charity,1,1,1,5,0,1
7/18/18 10:10,7/18/18 10:15,IP Address,64.86.52.6,100,310,TRUE,7/18/18 10:15,R_1rkyzkT6Bxgfbgs,NA,NA,NA,NA,40.9519043,-74.1894989,anonymous,EN,5,5,1,5,6,1,6,1,1,1,6,1,6,6,1,7,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,31,Yes,70,No,68,Yes,49,Yes,NA,NA,37,Yes,65,Yes,45,Yes,58,Yes,13,3,5,70,1,1.14,B14,0.12,0.02,0.14,TRUE,13,AHA0PGTK8TPFF,3TZ0XG8CBU1NJWU0M8JEYC23KWA988,3SB4CE2TJWDUP036COE8YQP43XZXA4,Excluded,Self,1,1,1,5,2,0.8666666666666667
