StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ignored,excluded,belonged,mc_percent_ball,aas_happy,aas_anxious,aas_pleased,aas_angry,aas_frustrated,aas_depressed,aas_joyful,aas_unhappy,aas_enjoyment,aas_peaceful,aas_bored,aas_relaxed,1_static_add,1_static_continue,2_static_add,2_static_continue,3_static_add,3_static_continue,4_static_add,4_static_continue,5_static_add,5_static_continue,1_add,1_continue,2_add,2_continue,3_add,3_continue,4_add,4_continue,5_add,5_continue,6_add,6_continue,7_add,7_continue,8_add,8_continue,9_add,9_continue,10_add,10_continue,11_add,11_continue,12_add,12_continue,13_add,13_continue,14_add,14_continue,15_add,15_continue,16_add,16_continue,17_add,17_continue,18_add,18_continue,19_add,19_continue,20_add,20_continue,21_add,21_continue,22_add,22_continue,23_add,23_continue,24_add,24_continue,25_add,25_continue,26_add,26_continue,27_add,27_continue,28_add,28_continue,29_add,29_continue,30_add,30_continue,31_add,31_continue,32_add,32_continue,33_add,33_continue,34_add,34_continue,35_add,35_continue,36_add,36_continue,37_add,37_continue,38_add,38_continue,39_add,39_continue,40_add,40_continue,41_add,41_continue,42_add,42_continue,43_add,43_continue,44_add,44_continue,45_add,45_continue,46_add,46_continue,47_add,47_continue,48_add,48_continue,49_add,49_continue,50_add,50_continue,51_add,51_continue,52_add,52_continue,53_add,53_continue,54_add,54_continue,55_add,55_continue,56_add,56_continue,57_add,57_continue,58_add,58_continue,59_add,59_continue,60_add,60_continue,61_add,61_continue,62_add,62_continue,63_add,63_continue,64_add,64_continue,65_add,65_continue,66_add,66_continue,67_add,67_continue,68_add,68_continue,69_add,69_continue,70_add,70_continue,71_add,71_continue,72_add,72_continue,73_add,73_continue,74_add,74_continue,75_add,75_continue,76_add,76_continue,77_add,77_continue,78_add,78_continue,79_add,79_continue,80_add,80_continue,81_add,81_continue,82_add,82_continue,83_add,83_continue,84_add,84_continue,85_add,85_continue,86_add,86_continue,87_add,87_continue,88_add,88_continue,89_add,89_continue,90_add,90_continue,91_add,91_continue,92_add,92_continue,93_add,93_continue,94_add,94_continue,95_add,95_continue,96_add,96_continue,97_add,97_continue,98_add,98_continue,99_add,99_continue,100_add,100_continue,101_add,101_continue,102_add,102_continue,103_add,103_continue,104_add,104_continue,105_add,105_continue,n_tasks,SC2,start_value,current_total,base_pay,total_pay,code,bonus_1,bonus_2,total_bonus,dummy_var,total_correct,workerId,hitId,assignmentId,condition,play_for,condition_int,ignored_mstrength,excluded_mstrength,belonged_mstrength,missed_tasks,prop_tasks
8/7/18 12:09,8/7/18 12:15,IP Address,98.209.74.5,100,382,TRUE,8/7/18 12:15,R_3eytas0SIKT1dI5,NA,NA,NA,NA,42.91560364,-85.8463974,anonymous,EN,1,1,3,30,4,2,3,2,2,1,2,2,4,4,2,4,6,Yes,9,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,5,9,1,1.12,B12,0.12,0.02,0.12,TRUE,2,A5NHP0N1XC09K,3GONHBMNHVFHACEHK7NWGI5RKMCZMR,3XC1O3LBOT4442LQ4521I1K9PFKTLI,Included,Self,0,1,1,3,108,0.01818181818181818
8/7/18 12:05,8/7/18 12:16,IP Address,173.76.232.130,100,622,TRUE,8/7/18 12:16,R_1rOLX3Gw11A5DFq,NA,NA,NA,NA,42.27929688,-71.16570282,anonymous,EN,5,5,1,5,1,1,1,3,5,1,1,4,NA,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,91,Yes,61,Yes,NA,NA,NA,NA,86,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,Yes,NA,NA,NA,NA,99,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,Yes,NA,NA,48,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Yes,NA,NA,104,Yes,NA,NA,NA,NA,NA,NA,65,Yes,NA,NA,NA,NA,NA,NA,112,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,Yes,NA,NA,NA,NA,38,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,5,112,1,1.05,B14,0.12,0.02,0.14,TRUE,22,AKQWJ8Y1TMHX0,3GONHBMNHVFHACEHK7NWGI5RKMCZMR,38F71OA9GUEERFLA9XYR1AKXYB6FM2,Excluded,Team,1,1,1,5,88,0.2
8/7/18 12:10,8/7/18 12:17,IP Address,107.77.202.219,100,393,TRUE,8/7/18 12:17,R_10PCjfBtHKbKs7Y,NA,NA,NA,NA,38.83810425,-77.21209717,anonymous,EN,1,1,3,30,3,3,2,4,2,1,1,1,4,3,4,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,Yes,NA,NA,NA,NA,NA,NA,NA,NA,37,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,Yes,86,Yes,NA,NA,NA,NA,NA,NA,NA,NA,77,Yes,NA,NA,NA,NA,NA,NA,45,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Yes,73,Yes,NA,NA,NA,NA,NA,NA,NA,NA,15,13,5,87,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A3C8CJJB89BTEJ,3R5OYNIC2CQR932V6VQ6BYY54V1TP1,3V5Q80FXIY9T4Z1OFKE5LSH2PGL32R,Included,Self,0,1,1,3,95,0.13636363636363635
8/7/18 12:14,8/7/18 12:21,IP Address,173.90.210.15,100,417,TRUE,8/7/18 12:21,R_2SeRKTLcshtWgGJ,NA,NA,NA,NA,42.06669617,-80.16639709,anonymous,EN,5,5,1,2,3,1,3,1,1,1,3,1,1,2,5,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Yes,NA,NA,59,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Yes,NA,NA,NA,NA,NA,NA,36,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Yes,NA,NA,NA,NA,NA,NA,NA,NA,68,Yes,NA,NA,37,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Yes,NA,NA,NA,NA,NA,NA,NA,NA,16,3,5,70,1,1.05,B14,0.12,0.02,0.14,TRUE,16,A1CY01G7686ORZ,3QMELQS6Y5S6JI7YNAM25J66L5ER6G,3TXD01ZLD5ZN67TUYITU1G40M724UX,Excluded,Team,1,1,1,5,94,0.14545454545454545
8/7/18 12:22,8/7/18 12:26,IP Address,172.72.2.240,100,251,TRUE,8/7/18 12:26,R_1F2GAQyKVZfrwBG,NA,NA,NA,NA,35.23440552,-80.90910339,anonymous,EN,2,2,1,20,7,2,6,1,1,1,4,1,5,5,1,7,6,Yes,9,Yes,14,Yes,21,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,5,21,1,1.12,B12,0.12,0.02,0.12,TRUE,4,A11ECAX3S2P9FA,3XBYQ44Z6PLHTCZWIH413S61XS4TWW,352YTHGROWVI1LNAYJMVI1FASZ1H4A,Included,Self,0,2,2,1,106,0.03636363636363636
8/7/18 12:27,8/7/18 12:32,IP Address,108.90.68.20,100,333,TRUE,8/7/18 12:32,R_22MiEM1MrFoQ3Cs,NA,NA,NA,NA,41.92059326,-87.7016983,anonymous,EN,5,5,2,10,4,3,4,1,1,2,4,1,3,3,2,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Yes,51,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Yes,NA,NA,67,No,NA,NA,NA,NA,NA,NA,NA,NA,34,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,5,67,1,1.05,B14,0.12,0.02,0.14,TRUE,10,A1093UZ147FN0Q,3O0M2G5VC6JM0V7YA5T1H0MYJS349M,3E337GFOLAQQNX25WIJ9WA994GKGN6,Excluded,Team,1,1,1,4,100,0.09090909090909091
8/7/18 12:26,8/7/18 12:33,IP Address,172.58.139.29,100,428,TRUE,8/7/18 12:33,R_1Q9lGxv3ryQdovq,NA,NA,NA,NA,42.12869263,-88.26540375,anonymous,EN,1,1,1,50,6,1,6,1,1,1,6,1,6,7,4,6,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,Yes,NA,NA,NA,NA,NA,NA,NA,NA,46,Yes,11,11,5,57,1,1.14,B14,0.12,0.02,0.14,TRUE,11,A1HNIWB0V84UN8,3T2HW4QDUVOPVZKD3KZJ0YYMB5K9C4,3MH9DQ757XU3INMETJVVA513CC8UG7,Included,Self,0,1,1,1,99,0.1
8/7/18 12:11,8/7/18 12:34,IP Address,130.76.96.153,100,1397,TRUE,8/7/18 12:34,R_wTuCTnaquXQ01Nv,NA,NA,NA,NA,38.57829285,-90.66660309,anonymous,EN,5,5,1,1,3,1,4,1,1,1,4,2,3,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,147,Yes,NA,NA,NA,NA,151,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Yes,93,Yes,NA,NA,NA,NA,NA,NA,108,Yes,NA,NA,NA,NA,78,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,Yes,105,Yes,NA,NA,NA,NA,165,No,NA,NA,NA,NA,NA,NA,32,Yes,NA,NA,115,Yes,NA,NA,51,Yes,130,Yes,146,Yes,NA,NA,NA,NA,NA,NA,NA,NA,96,Yes,NA,NA,NA,NA,157,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Yes,72,Yes,NA,NA,NA,NA,NA,NA,138,Yes,NA,NA,NA,NA,NA,NA,80,Yes,NA,NA,NA,NA,45,Yes,NA,NA,NA,NA,NA,NA,NA,NA,96,Yes,NA,NA,NA,NA,NA,NA,100,Yes,NA,NA,NA,NA,NA,NA,40,Yes,NA,NA,80,Yes,NA,NA,NA,NA,111,Yes,84,Yes,NA,NA,NA,NA,NA,NA,123,Yes,NA,NA,115,Yes,NA,NA,NA,NA,NA,NA,NA,NA,34,3,5,165,1,1.05,B14,0.12,0.02,0.14,TRUE,33,AXQAPTJ3L58OP,3421H3BM9AYC3DQJDCG5N2BH1PT9JI,36DSNE9QZ6GIWKSI534P8C1UMI3OJU,Excluded,Team,1,1,1,5,76,0.3090909090909091
8/7/18 11:50,8/7/18 12:36,IP Address,216.52.215.232,100,2731,TRUE,8/7/18 12:36,R_2Skla5vtPXmNJMq,NA,NA,NA,NA,34.05439758,-118.2440033,anonymous,EN,1,1,5,35,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,5,53,1,1.05,B14,0.12,0.02,0.14,TRUE,9,A3GDEW3W3LJ63Y,39I4RL8QGJYFF1PH8HHTUHKM25B4HC,3JWH6J9I9TVUWGUUGWRVVZICO3LNBP,Included,Team,0,1,1,5,101,0.08181818181818182
8/7/18 12:33,8/7/18 12:41,IP Address,24.206.179.229,100,489,TRUE,8/7/18 12:41,R_0Hxf4EEa3yrexcR,NA,NA,NA,NA,35.1427002,-77.16300201,anonymous,EN,5,5,1,5,1,4,1,4,4,4,1,5,1,1,7,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,38,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,No,NA,NA,82,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Yes,49,Yes,61,Yes,NA,NA,NA,NA,NA,NA,42,Yes,NA,NA,53,Yes,NA,NA,82,Yes,NA,NA,92,Yes,70,Yes,NA,NA,NA,NA,40,Yes,NA,NA,NA,NA,19,3,5,100,1,1.14,B14,0.12,0.02,0.14,TRUE,19,A31W4IFW8NRIPO,3O0M2G5VC6JM0V7YA5T1H0MYJS349M,3EWIJTFFVPPPINE7PHRNLVSKJ7VE0D,Excluded,Self,1,1,1,5,91,0.17272727272727273
8/7/18 12:33,8/7/18 12:42,IP Address,73.79.233.21,100,534,TRUE,8/7/18 12:42,R_bqGzKjWA7rZL8Dn,NA,NA,NA,NA,40.41810608,-75.93579865,anonymous,EN,1,1,4,30,4,1,4,1,1,1,3,1,3,5,3,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,Yes,76,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,Yes,NA,NA,NA,NA,55,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Yes,NA,NA,NA,NA,84,Yes,NA,NA,NA,NA,NA,NA,100,Yes,68,Yes,NA,NA,NA,NA,NA,NA,NA,NA,47,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Yes,NA,NA,64,Yes,NA,NA,54,Yes,NA,NA,NA,NA,NA,NA,105,Yes,NA,NA,NA,NA,NA,NA,NA,NA,84,Yes,65,Yes,NA,NA,NA,NA,34,Yes,25,14,5,115,1,1.05,B14,0.12,0.02,0.14,TRUE,25,A29DF24JS60P35,3SBNLSTU6UME6I847EOTXSIXB8KZD9,3A1COHJ8NKDJKMACAMC8ZDVFULZH8J,Included,Team,0,1,1,4,85,0.22727272727272727
8/7/18 12:39,8/7/18 12:46,IP Address,104.129.192.66,100,400,TRUE,8/7/18 12:46,R_2CEpCTAmIoQJpLJ,NA,NA,NA,NA,37.59629822,-122.0657043,anonymous,EN,5,5,1,0,1,5,1,5,6,7,1,6,1,1,1,1,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,56,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,Yes,NA,NA,NA,NA,66,Yes,NA,NA,69,Yes,NA,NA,NA,NA,NA,NA,NA,NA,47,Yes,82,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,Yes,NA,NA,NA,NA,73,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,Yes,65,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,5,82,1,1.05,B14,0.12,0.02,0.14,TRUE,17,A5YRC4QT53JRO,3PEG1BH7AE8Q2QBYTHUDFN6K4EWBKT,3ERMJ6L4DZA1CM64RE0FDI7G0NTM7B,Excluded,Team,1,1,1,5,93,0.15454545454545454
8/7/18 12:41,8/7/18 12:48,IP Address,75.164.49.64,100,432,TRUE,8/7/18 12:48,R_2WVlRyVn2WbVwIB,NA,NA,NA,NA,45.51530457,-122.5586014,anonymous,EN,3,4,2,20,6,1,6,1,1,1,6,1,6,7,1,6,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,49,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Yes,NA,NA,NA,NA,75,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Yes,NA,NA,NA,NA,NA,NA,85,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Yes,NA,NA,NA,NA,NA,NA,49,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Yes,NA,NA,65,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Yes,NA,NA,NA,NA,NA,NA,NA,NA,43,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Yes,20,7,5,85,1,1.14,B14,0.12,0.02,0.14,TRUE,20,A1R8RBXRU2T6HZ,3PEG1BH7AE8Q2QBYTHUDFN6K4EWBKT,3Y54SXRO1M37NS8KDJU29OGS26NUTN,Included,Self,0,3,4,2,90,0.18181818181818182
