workerId,mturk_id,demog_age,demog_edu,demog_gender,demog_sexuality,demog_veteran,demog_employed,demog_selfemployed,demog_income,demog_race,godard_1,godard_2,godard_3,godard_4,ignored,excluded,belonged,mc_percent_ball,aas_happy,aas_anxious,aas_pleased,aas_angry,aas_frustrated,aas_depressed,aas_joyful,aas_unhappy,aas_enjoyment,aas_peaceful,aas_bored,aas_relaxed,n_tasks,condition,intervention,play_for,age_range,aas_pos,aas_neg,missed_tasks,prop_tasks,cnd_intervention
AA6RYE4V0IBKM,AA6RYE4V0IBKM,23,Some college,Male,Bisexual,No,Yes,No,29000,White/Caucasian,2,2,4,4,1,1,4,25,5,2,6,1,1,1,4,1,5,6,2,3,94,inclusion,none,players,under_25,4.833333333333333,1.3333333333333333,16,0.8545454545454545,Inclusion (control)
A3SEPXOWWT41AF,A3SEPXOWWT41AF,36,Associate's degree,Male,Heterosexual,No,Yes,No,82000,White/Caucasian,4,4,2,2,5,5,1,5,4,1,4,3,3,1,4,3,3,4,3,4,12,exclusion,birdshot_wisdom,players,35-44,3.8333333333333335,2.3333333333333335,98,0.10909090909090909,Perspective
A3L66F6UD9E837,A3L66F6UD9E837,29,Bachelor's degree,Male,Heterosexual,No,Yes,No,32500,White/Caucasian,5,5,1,1,5,1,1,2,4,3,3,4,2,1,3,1,3,2,6,5,10,exclusion,birdshot_wisdom,players,25-34,3.3333333333333335,2.8333333333333335,100,0.09090909090909091,Perspective
AQJU0QTBRKJ3,AQJU0QTBRKJ3,41,Bachelor's degree,Male,Heterosexual,No,Yes,No,68000,White/Caucasian,4,4,2,2,5,5,1,5,1,2,1,3,3,2,1,2,1,1,3,1,29,exclusion,prompt_fix,players,35-44,1,2.5,81,0.2636363636363636,Empowerment
A1O9PAK6THJ9Y7,A1O9PAK6THJ9Y7,60,Bachelor's degree,Male,Heterosexual,No,Yes,No,89000,White/Caucasian,4,4,2,3,5,5,1,1,2,1,2,3,4,4,1,3,1,2,5,3,43,exclusion,prompt_fix,players,55_plus,1.8333333333333333,3.3333333333333335,67,0.39090909090909093,Empowerment
AHPC1SPKDRT51,AHPC1SPKDRT51,36,Master's degree,Female,Heterosexual,No,Yes,No,96000,White/Caucasian,5,4,2,2,5,5,1,2,2,5,1,6,7,7,1,5,1,1,6,1,29,exclusion,prompt_fix,players,35-44,1.1666666666666667,6,81,0.2636363636363636,Empowerment
A17SIN9Y5GGOF6,A17SIN9Y5GGOF6,45,Bachelor's degree,Female,Heterosexual,No,Yes,No,80000,White/Caucasian,4,4,1,1,5,5,1,2,2,5,2,4,6,6,2,6,2,2,3,3,26,exclusion,birdshot_wisdom,players,45-54,2.1666666666666665,5,84,0.23636363636363636,Perspective
A3U306W3BPP0J6,A3U306W3BPP0J6,33,Associate's degree,Male,Heterosexual,No,Yes,No,45000,White/Caucasian,3,4,2,3,5,5,1,5,2,4,1,6,4,3,1,6,1,1,5,2,4,exclusion,birdshot_wisdom,players,25-34,1.3333333333333333,4.666666666666667,106,0.03636363636363636,Perspective
A11DYS7W1RUM0X,A11DYS7W1RUM0X,36,"Professional degree (MD, JD)",Female,Bisexual,No,Yes,No,75000,White/Caucasian,4,2,4,4,5,5,1,1,1,3,1,6,6,4,1,5,1,1,3,4,10,exclusion,prompt_fix,players,35-44,1.5,4.5,100,0.09090909090909091,Empowerment
APB33P7IQEEWK,APB33P7IQEEWK,28,Associate's degree,Male,Heterosexual,No,Yes,No,30000,Asian American,5,2,4,4,5,5,1,5,4,5,4,2,3,1,1,4,3,1,4,4,26,exclusion,birdshot_wisdom,players,25-34,2.8333333333333335,3.1666666666666665,84,0.23636363636363636,Perspective
A10AVWALIHR4UQ,A10AVWALIHR4UQ,36,Bachelor's degree,Male,Heterosexual,No,Yes,No,48000,White/Caucasian,4,2,3,4,5,5,1,3,1,3,1,2,3,5,1,4,1,1,1,2,36,exclusion,prompt_help,players,35-44,1.1666666666666667,3,74,0.32727272727272727,Mentorship
A2QG8DGOPT6F9P,A2QG8DGOPT6F9P,52,Some college,Female,Heterosexual,No,Yes,No,34000,White/Caucasian,4,4,1,1,5,5,1,0,3,1,1,1,1,3,3,3,1,2,1,3,1,exclusion,none,players,45-54,2.1666666666666665,1.6666666666666667,109,0.00909090909090909,Exclusion (control)
A3H23IA2R0AKX9,A3H23IA2R0AKX9,35,Bachelor's degree,Female,Heterosexual,No,Yes,No,41200,White/Caucasian,4,4,2,2,4,5,1,2,5,2,5,2,1,1,5,1,3,5,4,5,20,exclusion,birdshot_wisdom,players,35-44,4.666666666666667,1.8333333333333333,90,0.18181818181818182,Perspective
A2PQN6EIDHNJWJ,A2PQN6EIDHNJWJ,47,Bachelor's degree,Male,Heterosexual,Yes,Yes,No,78750,White/Caucasian,5,5,1,1,5,5,1,0,2,1,2,1,4,1,3,2,2,4,4,6,11,exclusion,birdshot_wisdom,players,45-54,3.1666666666666665,2.1666666666666665,99,0.1,Perspective
A2RGIULFG1GWF5,A2RGIULFG1GWF5,32,Bachelor's degree,Female,Heterosexual,No,Yes,No,41000,Other,4,4,4,4,5,5,1,1,2,4,2,5,6,4,2,3,1,3,5,3,30,exclusion,birdshot_wisdom,players,25-34,2.1666666666666665,4.5,80,0.2727272727272727,Perspective
A2435PZYVK2552,A2435PZYVK2552,38,Bachelor's degree,Male,Heterosexual,No,Yes,No,35000,White/Caucasian,4,2,3,3,4,5,2,5,3,4,3,2,4,3,1,2,1,3,5,4,10,exclusion,prompt_help,players,35-44,2.5,3.3333333333333335,100,0.09090909090909091,Mentorship
A29ANBEU3JKCKZ,A29ANBEU3JKCKZ,24,Bachelor's degree,Female,Heterosexual,No,Yes,No,66000,Hispanic or Latinx,4,4,2,1,5,5,1,1,2,4,1,1,2,2,1,4,1,1,7,3,6,exclusion,prompt_fix,players,under_25,1.5,3.3333333333333335,104,0.05454545454545454,Empowerment
ATZPWRKCQPQ9Q,ATZPWRKCQPQ9Q,29,Bachelor's degree,Male,Heterosexual,No,Yes,No,85000,White/Caucasian,4,4,3,4,1,5,4,50,7,2,5,4,5,4,5,3,6,6,4,5,1,inclusion,none,players,25-34,5.666666666666667,3.6666666666666665,109,0.00909090909090909,Inclusion (control)
A3BKBBXB3IWUEV,A3BKBBXB3IWUEV,34,"Professional degree (MD, JD)",Female,Heterosexual,Yes,Yes,No,75000,White/Caucasian,4,4,4,4,4,4,2,20,3,4,3,4,4,5,4,4,5,4,4,4,1,exclusion,birdshot_wisdom,players,25-34,3.8333333333333335,4.166666666666667,109,0.00909090909090909,Perspective
A270HX8LH9LJ8W,A270HX8LH9LJ8W,37,Master's degree,Male,Heterosexual,No,Yes,No,30000,White/Caucasian,4,3,3,4,5,5,1,2,1,3,1,3,3,4,1,3,1,1,3,1,29,exclusion,none,players,35-44,1,3.1666666666666665,81,0.2636363636363636,Exclusion (control)
AW2OXGIC9X0AE,AW2OXGIC9X0AE,27,Bachelor's degree,Female,Heterosexual,No,Yes,No,65000,Asian American,4,4,2,2,5,5,1,1,2,4,1,6,7,5,1,7,1,1,5,1,23,exclusion,prompt_help,players,25-34,1.1666666666666667,5.666666666666667,87,0.20909090909090908,Mentorship
A1A80US3LE1YGS,A1A80US3LE1YGS,56,Associate's degree,Female,Heterosexual,No,Yes,No,45000,White/Caucasian,5,5,1,1,5,5,5,1,4,1,4,1,3,1,4,1,2,4,1,5,12,exclusion,prompt_help,players,55_plus,3.8333333333333335,1.3333333333333333,98,0.10909090909090909,Mentorship
A38ZLNCTSUGW7,A38ZLNCTSUGW7,36,Associate's degree,Male,Heterosexual,Yes,Yes,No,90000,White/Caucasian,4,5,1,2,4,5,1,2,2,1,1,1,3,1,1,2,1,1,3,1,26,exclusion,none,players,35-44,1.1666666666666667,1.8333333333333333,84,0.23636363636363636,Exclusion (control)
A17AMTRIYI2Z2D,A17AMTRIYI2Z2D,41,Some college,Male,Heterosexual,No,Yes,No,60000,White/Caucasian,5,5,1,1,5,5,1,0,1,1,1,3,5,2,1,3,1,1,6,1,1,exclusion,prompt_help,players,35-44,1,3.3333333333333335,109,0.00909090909090909,Mentorship
A1OZN075MPLC9V,A1OZN075MPLC9V,30,Associate's degree,Male,Heterosexual,Yes,Yes,No,41000,White/Caucasian,5,2,2,1,5,5,1,10,3,3,3,4,4,1,2,4,2,2,5,3,8,exclusion,none,players,25-34,2.5,3.5,102,0.07272727272727272,Exclusion (control)
A1C5SQZ045W0L5,A1C5SQZ045W0L5,28,Some college,Male,Heterosexual,No,Yes,No,35000,White/Caucasian,5,5,1,1,5,5,1,2,2,1,2,1,4,1,1,3,1,5,3,5,27,exclusion,none,players,25-34,2.6666666666666665,2.1666666666666665,83,0.24545454545454545,Exclusion (control)
A94OR61Q12E3S,A94OR61Q12E3S,31,Associate's degree,Male,Heterosexual,No,Yes,No,79000,White/Caucasian,5,4,2,1,5,5,1,5,3,4,1,3,4,2,1,3,1,2,5,4,27,exclusion,birdshot_wisdom,players,25-34,2,3.5,83,0.24545454545454545,Perspective
A2SJC9VRBGNC58,A2SJC9VRBGNC58,56,Some college,Female,Heterosexual,No,Yes,No,25000,White/Caucasian,4,2,2,2,5,1,1,2,3,1,3,1,1,1,3,1,1,3,3,3,8,exclusion,prompt_help,players,55_plus,2.6666666666666665,1.3333333333333333,102,0.07272727272727272,Mentorship
A2V27A9GZA1NR2,A2V27A9GZA1NR2,38,Bachelor's degree,Male,Heterosexual,No,Yes,No,50000,White/Caucasian,4,4,2,2,1,1,1,27,5,1,5,1,1,1,4,1,4,6,2,6,83,inclusion,none,players,35-44,5,1.1666666666666667,27,0.7545454545454545,Inclusion (control)
A1J1PWS99LFVPL,A1J1PWS99LFVPL,38,Bachelor's degree,Female,Heterosexual,No,Yes,No,47000,White/Caucasian,5,5,1,1,3,4,3,25,5,4,6,6,5,6,4,5,4,5,1,4,10,inclusion,none,players,35-44,4.666666666666667,4.5,100,0.09090909090909091,Inclusion (control)
A1UT24L635HEZ6,A1UT24L635HEZ6,37,Associate's degree,Male,Heterosexual,No,Yes,No,30000,White/Caucasian,4,2,4,3,4,4,2,8,5,1,5,1,1,1,4,1,4,6,2,6,12,exclusion,prompt_fix,players,35-44,5,1.1666666666666667,98,0.10909090909090909,Empowerment
AFUZEIQF6FD30,AFUZEIQF6FD30,22,High school degree,Female,Bisexual,No,Yes,No,25000,White/Caucasian,5,5,1,1,5,5,1,10,1,6,1,6,7,6,2,7,2,2,7,2,24,exclusion,prompt_help,players,under_25,1.6666666666666667,6.5,86,0.21818181818181817,Mentorship
A3HSONMX6LNZR4,A3HSONMX6LNZR4,60,Bachelor's degree,Male,Heterosexual,No,Yes,No,82056,White/Caucasian,5,4,2,2,5,5,1,0,2,3,2,2,3,1,3,2,2,2,3,3,36,exclusion,prompt_help,players,55_plus,2.3333333333333335,2.3333333333333335,74,0.32727272727272727,Mentorship
A3B8DP6KHMP3OS,A3B8DP6KHMP3OS,49,Bachelor's degree,Female,Heterosexual,No,Yes,No,36000,White/Caucasian,4,5,2,1,5,5,1,10,1,3,1,3,6,4,1,7,1,1,7,2,24,exclusion,birdshot_wisdom,players,45-54,1.1666666666666667,5,86,0.21818181818181817,Perspective
AV8T375ESPPPS,AV8T375ESPPPS,29,Some college,Male,Heterosexual,No,Yes,No,25000,White/Caucasian,4,4,2,2,5,5,1,2,2,1,2,1,4,1,1,4,1,4,6,4,30,exclusion,birdshot_wisdom,players,25-34,2.3333333333333335,2.8333333333333335,80,0.2727272727272727,Perspective
AL4G180SOE4E6,AL4G180SOE4E6,29,High school degree,Male,Heterosexual,No,Yes,No,35000,White/Caucasian,4,4,2,2,5,5,1,1,1,2,1,5,6,4,1,6,1,1,4,2,15,exclusion,birdshot_wisdom,players,25-34,1.1666666666666667,4.5,95,0.13636363636363635,Perspective
A3B8P9CQUOLSMG,A3B8P9CQUOLSMG,29,Bachelor's degree,Male,Heterosexual,No,Yes,No,51000,White/Caucasian,4,4,1,1,5,5,1,5,1,3,1,5,7,5,1,7,1,1,5,1,7,exclusion,prompt_fix,players,25-34,1,5.333333333333333,103,0.06363636363636363,Empowerment
A3R1WTJKD5GM0Q,A3R1WTJKD5GM0Q,32,High school degree,Female,Heterosexual,No,Yes,No,25000,White/Caucasian,3,2,4,4,5,5,1,1,1,1,1,3,3,3,1,5,1,1,3,1,8,exclusion,prompt_help,players,25-34,1,3,102,0.07272727272727272,Mentorship
AMJ9NTQPGHOVV,AMJ9NTQPGHOVV,26,High school degree,Female,Heterosexual,No,Yes,No,75000,White/Caucasian,4,4,5,5,5,5,1,0.01,1,3,1,5,5,5,1,6,2,1,4,3,7,exclusion,birdshot_wisdom,players,25-34,1.5,4.666666666666667,103,0.06363636363636363,Perspective
A2RHE12CJSKCRE,A2RHE12CJSKCRE,29,High school degree,Female,Heterosexual,No,Yes,No,30000,White/Caucasian,1,1,5,5,5,5,1,5,7,1,7,1,1,1,7,1,7,7,1,7,8,exclusion,birdshot_wisdom,players,25-34,7,1,102,0.07272727272727272,Perspective
ADV357X3SE02W,ADV357X3SE02W,27,Bachelor's degree,Male,Heterosexual,No,Yes,No,65000,White/Caucasian,4,5,1,1,2,2,1,1,6,6,2,5,7,6,1,5,2,2,7,3,1,exclusion,prompt_help,players,25-34,2.6666666666666665,6,109,0.00909090909090909,Mentorship
A37MT9UJO76ZR5,A37MT9UJO76ZR5,36,Bachelor's degree,Male,Heterosexual,No,Yes,No,42000,White/Caucasian,4,4,1,2,5,5,1,3,2,3,2,6,6,6,2,6,2,2,7,2,51,exclusion,prompt_help,players,35-44,2,5.666666666666667,59,0.4636363636363636,Mentorship
A2NDF21CYB14BB,A2NDF21CYB14BB,64,Bachelor's degree,Male,Heterosexual,No,Yes,No,47000,White/Caucasian,3,1,2,2,5,5,1,1,3,1,3,1,3,1,1,1,2,3,3,3,11,exclusion,none,players,55_plus,2.5,1.6666666666666667,99,0.1,Exclusion (control)
AFN5VMMGYPF1I,AFN5VMMGYPF1I,60,High school degree,Female,Heterosexual,No,Yes,No,54000,White/Caucasian,5,5,1,1,5,5,1,1,2,1,2,1,2,1,2,1,4,3,2,5,8,exclusion,prompt_help,players,55_plus,3,1.3333333333333333,102,0.07272727272727272,Mentorship
A24M9OW53CLT94,A24M9OW53CLT94,27,Bachelor's degree,Male,Heterosexual,No,Yes,No,40000,White/Caucasian,3,3,3,4,5,5,1,5,1,3,1,2,4,2,1,3,1,1,5,2,18,exclusion,none,players,25-34,1.1666666666666667,3.1666666666666665,92,0.16363636363636364,Exclusion (control)
A1IMO5XR05U7S5,A1IMO5XR05U7S5,30,Bachelor's degree,Female,Heterosexual,No,Yes,No,55555,White/Caucasian,2,2,4,4,1,1,5,33,5,2,4,1,1,3,2,3,2,3,3,4,8,inclusion,none,players,25-34,3.3333333333333335,2.1666666666666665,102,0.07272727272727272,Inclusion (control)
A36OLZLW29173F,A36OLZLW29173F,27,Bachelor's degree,Male,Heterosexual,No,Yes,No,150000,White/Caucasian,5,5,1,1,4,4,2,5,6,1,6,1,1,1,5,1,5,5,1,5,19,exclusion,birdshot_wisdom,players,25-34,5.333333333333333,1,91,0.17272727272727273,Perspective
AXG0195IL4N29,AXG0195IL4N29,26,Some college,Female,Heterosexual,No,Yes,No,30000,White/Caucasian,5,4,2,2,4,3,3,20,3,5,2,1,4,3,3,4,3,5,6,5,4,inclusion,none,players,25-34,3.5,3.8333333333333335,106,0.03636363636363636,Inclusion (control)
A3T261G50BC85B,A3T261G50BC85B,25,Bachelor's degree,Male,Bisexual,Yes,Yes,No,35000,White/Caucasian,4,5,4,3,4,3,4,65,6,4,6,3,4,3,7,3,5,4,2,2,4,exclusion,prompt_fix,players,25-34,5,3.1666666666666665,106,0.03636363636363636,Empowerment
A3NP93J7KPRLGU,A3NP93J7KPRLGU,18,High school degree,Male,Heterosexual,No,Yes,No,25000,Black/African American,5,4,1,1,4,5,1,1,1,2,1,3,3,1,1,5,1,1,1,3,25,exclusion,prompt_fix,players,under_25,1.3333333333333333,2.5,85,0.22727272727272727,Empowerment
A2S4YDJ9UGAXFQ,A2S4YDJ9UGAXFQ,30,Bachelor's degree,Male,Heterosexual,No,Yes,No,42000,Black/African American,5,5,1,1,5,5,1,1,1,1,1,3,4,1,1,3,1,1,1,1,1,exclusion,prompt_help,players,25-34,1,2.1666666666666665,109,0.00909090909090909,Mentorship
A1IIDR9HLUB1MR,A1IIDR9HLUB1MR,53,Associate's degree,Male,Heterosexual,No,Yes,No,44000,White/Caucasian,4,4,4,2,5,5,1,3,7,1,7,1,1,1,7,1,7,7,1,7,17,exclusion,prompt_fix,players,45-54,7,1,93,0.15454545454545454,Empowerment
AKW57KYG90X61,AKW57KYG90X61,24,Bachelor's degree,Male,Heterosexual,No,Yes,No,30000,Black/African American,5,5,4,3,5,5,1,1,1,4,1,5,6,3,1,4,2,1,6,2,1,exclusion,birdshot_wisdom,players,under_25,1.3333333333333333,4.666666666666667,109,0.00909090909090909,Perspective
A3GSQ69VRLCIPL,A3GSQ69VRLCIPL,33,Bachelor's degree,Male,Heterosexual,No,Yes,No,40000,White/Caucasian,2,2,4,4,5,5,1,5,4,4,4,2,2,2,4,2,1,2,7,4,26,exclusion,birdshot_wisdom,players,25-34,3.1666666666666665,3.1666666666666665,84,0.23636363636363636,Perspective
A34HWABNHGW5OX,A34HWABNHGW5OX,29,Bachelor's degree,Male,Heterosexual,No,Yes,No,28000,White/Caucasian,5,5,1,1,5,5,5,1,2,6,3,6,5,4,2,6,5,3,4,2,15,exclusion,prompt_help,players,25-34,2.8333333333333335,5.166666666666667,95,0.13636363636363635,Mentorship
A1NDMFN9A5G25G,A1NDMFN9A5G25G,40,Bachelor's degree,Male,Heterosexual,No,Yes,No,94500,White/Caucasian,5,5,1,2,5,5,1,1,5,1,5,1,1,1,6,1,5,5,1,5,12,exclusion,prompt_help,players,35-44,5.166666666666667,1,98,0.10909090909090909,Mentorship
AGJTJN49ZVPMZ,AGJTJN49ZVPMZ,22,Bachelor's degree,Male,Heterosexual,No,Yes,No,50000,White/Caucasian,4,4,1,2,5,5,1,3,1,7,2,7,7,7,1,7,2,1,7,1,8,exclusion,none,players,under_25,1.3333333333333333,7,102,0.07272727272727272,Exclusion (control)
A1SDMC8XFKJTEN,A1SDMC8XFKJTEN,45,Bachelor's degree,Female,Homosexual,No,Yes,No,54000,White/Caucasian,4,4,2,2,5,5,1,2,1,3,1,3,3,2,1,3,1,1,4,2,65,exclusion,birdshot_wisdom,players,45-54,1.1666666666666667,3,45,0.5909090909090909,Perspective
A12HWPFXQPITHD,A12HWPFXQPITHD,28,Bachelor's degree,Male,Homosexual,No,Yes,No,35000,White/Caucasian,5,5,1,1,5,5,1,2,1,1,1,2,2,3,1,4,1,1,4,3,51,exclusion,prompt_fix,players,25-34,1.3333333333333333,2.6666666666666665,59,0.4636363636363636,Empowerment
A27HGM9SULA4BC,A27HGM9SULA4BC,29,Some college,Male,Heterosexual,No,Yes,No,40000,White/Caucasian,5,4,1,2,5,5,1,1,2,3,1,1,2,3,1,4,1,1,2,1,11,exclusion,none,players,25-34,1.1666666666666667,2.5,99,0.1,Exclusion (control)
A1HCXQTH43W7EO,A1HCXQTH43W7EO,32,"Professional degree (MD, JD)",Male,Heterosexual,No,Yes,No,99000,White/Caucasian,4,4,1,1,5,5,1,1,4,4,6,4,6,3,5,3,6,6,3,3,7,exclusion,none,players,25-34,5,3.8333333333333335,103,0.06363636363636363,Exclusion (control)
A266LNUJOVKCDS,A266LNUJOVKCDS,33,Some college,Female,Homosexual,Yes,Yes,No,30000,White/Caucasian,3,3,3,3,5,5,1,0,5,3,3,5,5,5,2,5,3,3,2,3,4,exclusion,none,players,25-34,3.1666666666666665,4.166666666666667,106,0.03636363636363636,Exclusion (control)
A2V68VOW02OWI1,A2V68VOW02OWI1,44,Master's degree,Male,Bisexual,No,Yes,No,49000,Hispanic or Latinx,5,5,4,4,1,4,5,99,7,1,7,2,4,3,7,1,7,6,2,7,9,inclusion,none,players,35-44,6.833333333333333,2.1666666666666665,101,0.08181818181818182,Inclusion (control)
A2QYMRE37M9PAO,A2QYMRE37M9PAO,35,Bachelor's degree,Male,Heterosexual,Yes,Yes,No,91464,White/Caucasian,5,4,1,2,1,1,5,35,7,1,7,1,1,1,7,1,7,7,2,7,9,inclusion,none,players,35-44,7,1.1666666666666667,101,0.08181818181818182,Inclusion (control)
A1RKHN69EI6ZPK,A1RKHN69EI6ZPK,33,Bachelor's degree,Female,Bisexual,No,Yes,No,60000,Hispanic or Latinx,1,2,5,5,5,5,1,3,1,5,1,6,7,5,1,6,1,3,5,1,43,exclusion,prompt_fix,players,25-34,1.3333333333333333,5.666666666666667,67,0.39090909090909093,Empowerment
AHJY77ODGYJ69,AHJY77ODGYJ69,42,Some college,Female,Heterosexual,No,Yes,No,55000,White/Caucasian,5,4,1,2,4,4,2,10,3,1,3,1,4,1,3,3,2,3,6,6,5,inclusion,none,players,35-44,3.3333333333333335,2.6666666666666665,105,0.045454545454545456,Inclusion (control)
A25IP77YL8UE9R,A25IP77YL8UE9R,30,Bachelor's degree,Male,Heterosexual,No,Yes,No,72000,Black/African American,5,5,1,1,5,5,1,10,1,5,1,2,4,6,2,6,4,2,5,4,4,exclusion,none,players,25-34,2.3333333333333335,4.666666666666667,106,0.03636363636363636,Exclusion (control)
A20N1NK5X5S88F,A20N1NK5X5S88F,33,High school degree,Male,Heterosexual,No,Yes,No,78000,Hispanic or Latinx,5,5,1,1,5,5,1,2,7,1,7,1,1,1,7,1,7,7,1,7,21,exclusion,birdshot_wisdom,players,25-34,7,1,89,0.19090909090909092,Perspective
A29A9LDLC0IAB2,A29A9LDLC0IAB2,67,Bachelor's degree,Male,Heterosexual,Yes,Yes,No,25000,White/Caucasian,3,4,4,4,4,3,4,25,5,4,6,6,3,6,3,6,4,5,3,5,10,exclusion,birdshot_wisdom,players,55_plus,4.666666666666667,4.666666666666667,100,0.09090909090909091,Perspective
AARRC49LFF1O,AARRC49LFF1O,35,Bachelor's degree,Male,Heterosexual,No,Yes,No,60000,White/Caucasian,4,5,3,4,1,2,5,33,7,1,6,1,5,1,7,1,7,6,6,5,22,inclusion,none,players,35-44,6.333333333333333,2.5,88,0.2,Inclusion (control)
A2ZL5GAZK6S0H1,A2ZL5GAZK6S0H1,25,Bachelor's degree,Male,Heterosexual,No,Yes,No,75000,White/Caucasian,1,1,5,5,5,5,1,15,3,6,1,7,5,4,1,6,2,1,4,1,1,exclusion,prompt_help,players,25-34,1.5,5.333333333333333,109,0.00909090909090909,Mentorship
AA0FF7MPGLUL,AA0FF7MPGLUL,32,Bachelor's degree,Female,Heterosexual,No,Yes,No,75000,Asian American,4,3,3,4,5,5,1,5,1,1,1,1,3,1,1,1,1,3,4,4,23,exclusion,none,players,25-34,1.8333333333333333,1.8333333333333333,87,0.20909090909090908,Exclusion (control)
A2ZD06QDBVKF59,A2ZD06QDBVKF59,30,High school degree,Male,Heterosexual,No,Yes,No,35000,White/Caucasian,5,5,1,1,5,5,1,10,6,2,6,2,2,2,6,2,6,6,2,6,1,exclusion,none,players,25-34,6,2,109,0.00909090909090909,Exclusion (control)
A3ICB92VIMXV6C,A3ICB92VIMXV6C,30,Master's degree,Male,Bisexual,Yes,Yes,No,50000,Black/African American,4,5,5,4,4,5,4,60,5,6,7,6,7,6,7,4,6,4,6,5,1,exclusion,prompt_fix,players,25-34,5.666666666666667,5.833333333333333,109,0.00909090909090909,Empowerment
AVBRJBJONL47I,AVBRJBJONL47I,45,Master's degree,Female,Heterosexual,No,Yes,No,65000,Asian American,4,4,2,1,4,4,1,3,3,1,1,2,2,1,1,1,1,4,4,1,14,exclusion,prompt_help,players,45-54,1.8333333333333333,1.8333333333333333,96,0.12727272727272726,Mentorship
A1WELSASLGM0P4,A1WELSASLGM0P4,24,Bachelor's degree,Female,Bisexual,No,Yes,No,35000,Hispanic or Latinx,5,5,2,5,2,4,4,3,6,5,4,3,5,3,6,5,4,6,4,7,24,exclusion,birdshot_wisdom,players,under_25,5.5,4.166666666666667,86,0.21818181818181817,Perspective
A13NY0M1PGWWYG,A13NY0M1PGWWYG,30,Some college,Male,Heterosexual,No,Yes,No,100000,White/Caucasian,4,3,4,5,3,2,3,23,6,2,5,3,3,2,4,2,6,4,3,6,3,exclusion,birdshot_wisdom,players,25-34,5.166666666666667,2.5,107,0.02727272727272727,Perspective
A1UBV2NP7OVDVV,A1UBV2NP7OVDVV,40,Bachelor's degree,Male,Heterosexual,No,Yes,No,65000,White/Caucasian,5,5,1,1,1,1,4,33,6,1,6,1,1,1,3,1,5,6,1,6,32,inclusion,none,players,35-44,5.333333333333333,1,78,0.2909090909090909,Inclusion (control)
A3HFS6Q0TONAB9,A3HFS6Q0TONAB9,41,Master's degree,Male,Heterosexual,No,Yes,No,75000,White/Caucasian,5,5,2,1,5,5,5,1,1,7,1,1,1,1,1,1,1,1,1,1,1,exclusion,prompt_help,players,35-44,1,2,109,0.00909090909090909,Mentorship
A1HYD41SNHKM78,A1HYD41SNHKM78,25,Bachelor's degree,Male,Heterosexual,No,Yes,No,38000,White/Caucasian,5,5,1,1,5,5,1,3,1,7,1,7,7,7,1,7,1,1,7,1,21,exclusion,birdshot_wisdom,players,25-34,1,7,89,0.19090909090909092,Perspective
A1S65MPJSSYO6D,A1S65MPJSSYO6D,49,High school degree,Male,Heterosexual,No,Yes,No,25000,White/Caucasian,2,2,5,5,1,1,5,40,6,1,6,1,1,1,6,1,6,5,1,5,32,inclusion,none,players,45-54,5.666666666666667,1,78,0.2909090909090909,Inclusion (control)
A2ETXCA9X5P484,A2ETXCA9X5P484,25,Associate's degree,Male,Heterosexual,No,Yes,No,30000,White/Caucasian,4,3,4,4,5,5,1,1,1,4,1,7,7,1,1,6,1,1,6,3,21,exclusion,prompt_fix,players,25-34,1.3333333333333333,5.166666666666667,89,0.19090909090909092,Empowerment
A2NW642Z08RPJL,A2NW642Z08RPJL,31,Some college,Female,Heterosexual,No,Yes,No,30000,White/Caucasian,4,4,4,4,5,5,1,1,1,2,1,5,5,5,2,5,2,2,7,3,52,exclusion,prompt_help,players,25-34,1.8333333333333333,4.833333333333333,58,0.4727272727272727,Mentorship
A3J8Y94SGZ3R0E,A3J8Y94SGZ3R0E,31,Bachelor's degree,Female,Heterosexual,Yes,Yes,No,56000,Black/African American,1,1,5,5,5,5,1,5,1,4,1,1,4,4,1,6,1,3,4,1,13,exclusion,prompt_help,players,25-34,1.3333333333333333,3.8333333333333335,97,0.11818181818181818,Mentorship
AZNFEOC5WRHZP,AZNFEOC5WRHZP,48,Bachelor's degree,Female,Heterosexual,No,Yes,No,60000,White/Caucasian,5,4,4,4,1,4,3,80,7,1,6,2,4,3,7,1,4,6,1,5,42,exclusion,birdshot_wisdom,players,45-54,5.833333333333333,2,68,0.38181818181818183,Perspective
AM4PAC2YQPREB,AM4PAC2YQPREB,22,Some college,Male,Heterosexual,No,Yes,No,38000,Hispanic or Latinx,5,5,1,1,5,5,1,5,1,4,1,1,1,1,1,6,1,4,7,5,37,exclusion,prompt_fix,players,under_25,2.1666666666666665,3.3333333333333335,73,0.33636363636363636,Empowerment
A22ZRXQU3UN2FD,A22ZRXQU3UN2FD,42,Master's degree,Male,Heterosexual,No,Yes,No,54000,White/Caucasian,5,5,1,1,4,5,1,10,1,7,5,6,6,6,3,6,2,2,5,2,1,exclusion,none,players,35-44,2.5,6,109,0.00909090909090909,Exclusion (control)
ALHS0TDN03O9K,ALHS0TDN03O9K,39,Master's degree,Female,Bisexual,Yes,Yes,No,49000,Black/African American,5,4,2,5,4,3,4,2,4,3,5,3,5,4,4,1,5,3,3,4,13,exclusion,none,players,35-44,4.166666666666667,3.1666666666666665,97,0.11818181818181818,Exclusion (control)
