code,recommend_org,jcc_1,jcc_2,jcc_3,how_important,colleagues_imp,management_imp,reports_imp,age_diff_imp,goddard,anxiety_attachment,avoidance_attachment,orgid_behavioral,orgid_affective,orgid_cognitive,orgid_total,org_group_membership_Jansen,org_group_affection_Jansen,org_room_for_authenticity_Jansen,org_value_in_authenticity_Jansen,jansen_bel_o,jansen_au_o,team_group_affection_Jansen,team_group_membership_Jansen,team_room_for_authenticity_Jansen,team_value_in_authenticity_Jansen,jansen_bel_t,jansen_au_t,work_group_cohesivenss_Riordan,work_group_communication_Riordan,work_group_identification_Riordan,work_group_identification_total_Riordan,wrz_job,wrz_career,wrz_calling,team_in_self,org_in_self,self_distance_most_belong,self_distance_least_belong,autonomy_sat,competence_sat,relatedness_sat,psych_needs_tot,proficiency_ind,adaptivity_ind,proactivity_ind,proficiency_team,adaptivity_team,proactivity_team,job_perf_tot,workerid,n_refs,n_antirefs,workerid..55,employ_sitch,employ_sitch_other,months_since_emp,self_employed,self_employed_other,hrs_worked,full_time_position,tenure,income_personal_lt,income_household_lt,code..66,shs_1,shs_2,shs_3,shs_4,shs_sum,big5_e,big5_n,big5_c,big5_a,big5_o,wss,jss_total,jss_pay,jss_promotion,jss_supervision,jss_benefits,jss_contingent,jss_ops,jss_coworkers,jss_nature,jss_comms,cmws_total,cmws_inspiring,cmws_unity,cmws_serving,cmws_fullpo,cmws_become,cmws_reality,cmws_balancing,naq_work,naq_personal,naq_physical,naq_total,mspss_total,mspss_friends,mspss_coworker,mspss_so,mspss_family,uwes_vigor,uwes_ded,uwes_absorp,uwes_tot,wss_1,wss_2,wss_3,engagement_1,engagement_2,engagement_3,engagement_4,engagement_5,engagement_6,engagement_7,engagement_8,engagement_9,phq4_1,phq4_2,phq4_3,phq4_4,workerid..145,how_meaningful,sacrifice,id,religious,spiritual,atheist,agnostic,religious_affil,which_religion,have_kids,num_kids,raise_kids,youngest_child,oldest_child,child_age,lifesat_1,lifesat_2,lifesat_3,lifesat_4,lifesat_5,oms_1,oms_2,oms_3,oms_4,oms_5,oms_6,oms_7,socdes_sum,uls8_sum,lifesat_sum,workerid..196,hitid,time_demo1,time_work1,code..200,time_work2,time_work_habit,time_work_remote,time_demo2,income_household_lt..205,birth_country,living_sitch,sexuality,height,weight,remote_productive,remote_happy,remote_engaged,remote_creative,remote_energized,remote_days,remote_hrs,self_care_work__workout,self_care_work__meditate,self_care_work__nap,self_care_work__handiwork,self_care_work__journal,self_care_work__yoga,self_care_work__dance,self_care_work__read,self_care_work__draw,self_care_work__pray,self_care_work__walk,self_care_all__workout,self_care_all__meditate,self_care_all__nap,self_care_all__handiwork,self_care_all__journal,self_care_all__yoga,self_care_all__dance,self_care_all__read,self_care_all__draw,self_care_all__pray,self_care_all__walk,travel_days,vacation_leave,sick_leave,parent_leave,other_leave,what_other_leave,can_remote_work,do_remote_work,last_promotion,last_raise,last_evaluation,compared_to_same_profession__good_at_job,compared_to_same_profession__career_progress,compared_to_same_profession__job_satisfaction,compared_to_same_career__good_at_job,compared_to_same_career__career_progress,compared_to_same_career__job_satisfaction,travel_required,pay_type_annual,pay_type_hourly,pay_type_commission,pay_type_lump,pay_type_equity,pay_type_other,exact_salary,n_job_switch_5yr,itl,job_req_contact,job_req_lead,job_req_deal_with,job_req_email,job_req_responsible,job_req_teammwork,start_day,end_day,start_date,end_date,ip_address,duration,responseid,latitude,longitude,sex,age,political,race,race_other,edu,employ_sitch..288,employ_sitch_other..289,months_since_emp..290,self_employed..291,self_employed_other..292,days_worked,hrs_worked..294,full_time_position..295,tenure..296,org_size_lt,work_cat,on_team,team_size,lead_or_ic,direct_reps,sector,num_switch,last_raise_mo,last_promo_mo,edu_str,mgr_ic,income_bracket,engagement_avg,edu_numeric,edu_bunch,edu_bunch2,age_range,goddard4,jansen_t4,raise_3mo,promo_3mo,raise_6mo,promo_6mo,raise_12mo,promo_12mo
CO,7,2.0,1.0,4.0,9.1,9.3,10.0,7.5,4.0,25,28,37,14,17,6,37,20,19,20,20,39,40,19,20,20,20,38,40,45,28,30,103,2,1,4,5,6,4,2,12,13,13,38,14,15,15,15,15,14,88,AK9K8YD182AP2,1,3,AK9K8YD182AP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,7.0,6.0,6.0,6.0,32,14,17,21,19,22,19,NA,NA,NA,NA,NA,NA,NA,199,NA,22,119,16,26,16,17,14,13,17,10,16,4,30,151,20,83,25,23,20,15,14,49,7.0,6.0,6.0,6,7,6,6,6,6,6,5,6,2.0,2.0,1.0,1.0,AK9K8YD182AP2,41,15,6996,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,NA,14,NA,AK9K8YD182AP2,3PR3LXCWSFGDYXV8UGV6EBJW9BX9X4,19,54,CO,302.0,59.0,28.0,91.0,6.0,1.0,3.0,Straight,68.0,153.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,3.0,1.0,3.0,1.0,1.0,4.0,6.0,2.0,8.0,8.0,6.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,8.0,8.0,3.0,14.0,0.0,0.0,3.0,I had to take my wife to the emergency room one day last year. I also had to spend two days in the hospital with my father. Family emergencies were the reason for these days off. ,0.0,"NA",5.0,1.0,NA,10.0,11.0,9.0,10.0,9.0,10.0,1.0,1.0,NaN,1.0,NaN,1.0,NaN,45,NA,1,80.0,85.0,81.0,100.0,80.0,82.0,20.0,38.0,6/13/18 20:10,6/13/18 20:22,108.85.67.169,723,R_1gRCt9Qt2QfvUC6,26.21200562,-80.26689911,m,31,Liberal,White,NaN,3,1,NaN,NaN,1.0,NaN,7.0,45.0,1.0,27.0,50,Management,1.0,5.0,3.0,5.0,profit,0,3,25,Some college,Both manager and IC,NA,6,3,No undergrad,No undergrad,25-34,4,3,1,0,0,0,0,0
CO,1,2.0,4.0,1.0,7.4,8.7,3.7,NaN,4.0,10,58,41,6,4,2,12,4,4,4,4,8,8,4,4,4,4,8,8,23,19,16,58,2,4,1,2,1,2,3,9,6,12,27,9,9,6,9,9,6,48,AY7118XTQ3FDG,0,2,AY7118XTQ3FDG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,6.0,5.0,5.0,6.0,29,17,18,21,24,19,4,NA,NA,NA,NA,NA,NA,NA,67,NA,6,37,4,6,4,4,11,4,4,28,42,6,76,102,28,18,28,28,4,0,0,4,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,3.0,3.0,2.0,2.0,AY7118XTQ3FDG,28,34,6778,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,6.0,6.0,6.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,NA,14,NA,AY7118XTQ3FDG,3CRWSLD91KL5B80AIYCF0KYNX3NMOT,17,28,CO,125.0,33.0,3.0,37.0,3.0,1.0,2.0,Straight,65.0,120.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,1.0,8.0,1.0,1.0,8.0,1.0,5.0,1.0,6.0,8.0,NaN,4.0,1.0,0.0,0.0,NaN,0.0,"NA",6.0,6.0,NA,6.0,6.0,1.0,6.0,6.0,1.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,33000,NA,4,100.0,65.0,100.0,87.0,15.0,90.0,21.0,37.0,6/12/18 9:11,6/12/18 9:17,8.41.192.186,324,R_1F94fzxNbbRddr3,40.11599731,-75.01380157,f,24,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,13.0,250,Healthcare Support,1.0,3.0,2.0,NaN,non_profit,2,NaN,NaN,Bachelors,Individual contributor,NA,1,5,Undergrad,Undergrad,under_25,1,1,0,0,0,0,0,0
CO,7,4.0,2.0,1.0,6.2,5.9,3.0,6.2,4.0,18,89,96,8,11,4,23,8,12,10,9,20,19,12,12,10,9,24,24,34,20,24,78,4,2,1,3,3,3,3,8,8,3,19,9,9,6,8,7,6,45,A8AESE1SPZHL0,2,0,A8AESE1SPZHL0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,4.0,2.0,1.0,3.0,17,11,15,15,16,13,14,NA,NA,NA,NA,NA,NA,NA,116,NA,9,70,8,16,9,8,9,12,8,11,13,3,27,112,20,52,20,20,10,6,6,22,5.0,5.0,4.0,3,3,3,3,3,3,3,3,3,2.0,2.0,2.0,2.0,A8AESE1SPZHL0,87,20,6536,NA,NA,NA,NA,1.0,4.0,1.0,1.0,1.0,NaN,NaN,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,NA,22,NA,A8AESE1SPZHL0,3FHTJGYT8NHN4YGPMVRZCFJGBBWGPZ,22,80,CO,299.0,78.0,9.0,70.0,6.0,1.0,3.0,Straight,67.0,145.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,NaN,3.0,0.0,25.0,0.0,NaN,1.0,No,5.0,5.0,NA,6.0,5.0,5.0,5.0,4.0,4.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,88000,NA,2,40.0,68.0,27.0,100.0,61.0,71.0,18.0,14.0,6/9/18 19:34,6/9/18 19:47,24.193.113.98,730,R_1Q3hCA0tLH0fiTI,40.66169739,-73.98549652,m,34,Liberal,Asian,NaN,6,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,120.0,5000,Architecture and Engineering,1.0,3.0,3.0,1.0,profit,0,25,25,Masters,Both manager and IC,NA,3,6,Masters,Graduate,25-34,1,1,0,0,0,0,0,0
CO,8,4.0,3.0,2.0,6.5,7.0,8.0,6.0,2.0,19,104,99,12,13,4,29,16,14,17,17,30,34,14,14,17,17,29,35,36,25,25,86,4,3,2,5,4,4,5,14,12,7,33,12,12,14,15,11,13,77,ADWYXYGALCLHG,3,0,ADWYXYGALCLHG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,3.0,2.0,3.0,1.0,16,9,24,21,24,23,11,NA,NA,NA,NA,NA,NA,NA,162,NA,18,111,11,24,14,17,14,15,16,26,29,3,58,152,20,76,28,28,25,13,18,51,6.0,3.0,2.0,6,6,6,6,6,4,7,7,7,3.0,2.0,2.0,2.0,ADWYXYGALCLHG,51,30,6861,NA,NA,NA,NA,0.0,NaN,1.0,2.0,1.0,5.0,9.0,NaN,5.0,6.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,NA,24,NA,ADWYXYGALCLHG,3IWA71V4TIXQGETAW9SUU1SUJ7XX6J,23,39,CO,249.0,42.0,40.0,63.0,4.0,1.0,3.0,Bisexual,65.0,165.0,-8.0,-10.0,-5.0,-2.0,-2.0,5.0,35,5.0,1.0,2.0,1.0,1.0,1.0,4.0,8.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,8.0,1.0,1.0,1.0,NaN,5.0,3.0,0.0,2.0,I had meetings come up with new opportunities and rather than waste my employer's time I opted to take a day,1.0,Yes,6.0,6.0,NA,10.0,6.0,7.0,10.0,5.0,7.0,0.0,1.0,NaN,1.0,NaN,NaN,NaN,37000,NA,1,100.0,64.0,90.0,100.0,68.0,81.0,18.0,35.0,6/13/18 7:56,6/13/18 8:06,71.162.208.234,575,R_3nveMGrEiJYuK6F,40.05479431,-75.40830231,f,34,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,35.0,1.0,6.0,100,"Education, Training, and Library",1.0,9.0,2.0,NaN,profit,2,NaN,NaN,Bachelors,Individual contributor,NA,6.111111111111111,5,Undergrad,Undergrad,25-34,1,1,0,0,0,0,0,0
CO,1,4.0,2.0,1.0,7.1,8.5,2.8,8.7,3.0,25,33,53,3,3,1,7,8,10,8,8,18,16,10,16,8,8,35,35,41,22,11,74,4,2,1,4,1,4,1,12,8,12,32,15,12,3,12,5,3,50,ARZV0T1MCI22L,2,0,ARZV0T1MCI22L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,5.0,3.0,3.0,4.0,22,11,18,19,18,17,12,NA,NA,NA,NA,NA,NA,NA,121,NA,5,71,4,21,8,5,15,6,12,10,13,3,26,125,24,51,28,22,12,5,4,21,6.0,4.0,2.0,4,4,3,4,3,1,4,2,1,3.0,3.0,2.0,1.0,ARZV0T1MCI22L,10,8,7776,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,NA,15,NA,ARZV0T1MCI22L,3PZDSVZ3J5Y7PXBSBFC6Z1HILCFN4M,17,24,CO,189.0,136.0,22.0,62.0,3.0,1.0,2.0,Straight,67.0,98.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,7.0,1.0,0.0,0.0,NaN,0.0,"NA",4.0,4.0,NA,10.0,8.0,5.0,10.0,6.0,5.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,3,100.0,84.0,42.0,81.0,43.0,100.0,18.0,35.0,6/18/18 13:54,6/18/18 14:05,172.58.19.187,663,R_3HBTqGcsWgJLxUS,33.86270142,-118.1806946,f,31,Liberal,Asian,NaN,4,1,NaN,NaN,1.0,NaN,5.0,40.0,0.0,NaN,NaN,Sales and Related,1.0,4.0,1.0,2.0,profit,0,24,24,Associates,Manager/team lead/exec,NA,2.888888888888889,4,No undergrad,No undergrad,25-34,4,3,0,0,0,0,0,0
CO,9,2.0,1.0,3.0,7.5,6.1,7.6,8.4,4.0,25,18,36,12,17,5,34,17,17,20,20,34,40,17,20,20,20,40,40,49,27,33,109,2,1,3,7,6,6,4,14,15,14,43,15,13,10,15,12,13,78,APNTEGPF7QZQI,3,0,APNTEGPF7QZQI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,6.0,5.0,6.0,6.0,30,17,4,24,24,23,16,NA,NA,NA,NA,NA,NA,NA,197,NA,19,124,16,28,18,16,15,15,16,7,12,3,22,162,25,87,27,23,28,17,17,56,6.0,5.0,5.0,6,7,7,6,7,7,7,6,7,1.0,1.0,1.0,1.0,APNTEGPF7QZQI,42,8,7164,NA,NA,NA,NA,1.0,7.0,1.0,2.0,0.0,31.0,33.0,NaN,6.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,NA,14,NA,APNTEGPF7QZQI,3IZPORCT1FQMG7RFJTD62AVWR7KHR6,23,38,CO,293.0,48.0,4.0,68.0,4.0,1.0,3.0,Straight,64.0,125.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,25.0,0.0,0.0,0.0,NaN,0.0,"NA",5.0,5.0,NA,10.0,9.0,10.0,10.0,9.0,10.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,94.0,100.0,49.0,100.0,99.0,100.0,17.0,11.0,6/14/18 6:22,6/14/18 6:31,73.205.68.46,579,R_2qxaCmVFe7eppDo,27.29649353,-80.29199982,f,60,Centrist,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,386.0,500,Marketing and Advertising,1.0,5.0,1.0,4.0,profit,0,25,25,Bachelors,Manager/team lead/exec,NA,6.666666666666667,5,Undergrad,Undergrad,55_plus,4,4,0,0,0,0,0,0
CO,8,1.0,4.0,2.0,8.9,8.9,5.8,6.7,3.0,23,75,50,9,13,5,27,17,18,14,13,35,27,18,17,14,13,35,35,40,28,27,95,1,4,2,6,5,4,2,10,11,12,33,15,13,8,15,13,10,74,A1ELSQD3B8GFGP,3,0,A1ELSQD3B8GFGP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,6.0,6.0,6.0,7.0,32,10,14,22,24,21,20,NA,NA,NA,NA,NA,NA,NA,143,NA,11,106,14,24,19,14,11,15,9,10,13,3,26,151,26,69,28,28,13,14,11,38,7.0,7.0,6.0,4,4,4,5,6,6,5,4,5,2.0,2.0,2.0,2.0,A1ELSQD3B8GFGP,69,19,6607,NA,NA,NA,NA,1.0,7.0,1.0,1.0,1.0,NaN,NaN,2.0,6.0,6.0,6.0,7.0,7.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,NA,18,NA,A1ELSQD3B8GFGP,382GHPVPHS80LTIITWSRQNJCGAW34O,27,51,CO,282.0,67.0,10.0,80.0,4.0,1.0,3.0,Straight,64.0,130.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,2.0,3.0,3.0,2.0,1.0,1.0,8.0,4.0,8.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,8.0,4.0,8.0,5.0,NaN,2.0,1.0,0.0,0.0,NaN,0.0,"NA",6.0,6.0,NA,9.0,9.0,9.0,9.0,9.0,9.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,100.0,75.0,82.0,100.0,14.0,19.0,38.0,16.0,6/10/18 11:27,6/10/18 11:39,96.37.6.22,726,R_3OjHNxZW1ulWX68,34.90109253,-82.26619720000001,f,27,Conservative,White,NaN,5,1,NaN,NaN,1.0,NaN,3.0,36.0,0.0,NaN,NaN,Healthcare Practitioner and Technical,0.0,NaN,2.0,NaN,profit,1,NaN,NaN,Bachelors,Individual contributor,NA,4.777777777777778,5,Undergrad,Undergrad,25-34,3,3,0,0,0,0,0,0
CO,6,1.0,3.0,1.0,8,6.5,5.0,6.0,1.0,19,45,55,8,12,4,24,12,13,12,12,25,24,13,16,12,12,31,27,28,16,28,72,1,3,1,4,3,5,4,9,14,12,35,12,11,12,10,10,10,65,A31BENEKICWUVP,0,0,A31BENEKICWUVP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,5.0,4.0,4.0,3.0,23,14,17,18,20,20,12,NA,NA,NA,NA,NA,NA,NA,118,NA,8,76,9,15,14,13,8,8,9,21,17,3,41,136,20,68,24,24,16,13,15,44,4.0,6.0,2.0,5,5,5,5,6,5,6,6,6,3.0,3.0,2.0,2.0,A31BENEKICWUVP,75,20,7113,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,6.0,6.0,6.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,NA,20,NA,A31BENEKICWUVP,391FPZIE4C3EWZJWNN8B7LIGY6OHUA,27,54,CO,329.0,71.0,72.0,53.0,6.0,185.0,3.0,"NA",182.0,75.0,-4.0,-4.0,1.0,-3.0,-3.0,5.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,NaN,15.0,5.0,0.0,0.0,NaN,1.0,Yes,5.0,3.0,NA,9.0,6.0,6.0,9.0,6.0,6.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,75000,NA,3,33.0,54.0,75.0,100.0,60.0,80.0,20.0,41.0,6/13/18 23:06,6/13/18 23:19,24.90.139.162,753,R_3KOVGOLvAJeGl3R,40.80059814,-73.96530151,m,43,Liberal,White,NaN,8,1,NaN,NaN,1.0,NaN,5.0,50.0,1.0,53.0,10000,Healthcare Practitioner and Technical,1.0,8.0,2.0,NaN,non_profit,1,12,25,Doctoral,Individual contributor,NA,5.444444444444445,8,Terminal,Graduate,35-44,1,2,0,0,0,0,1,0
CO,9,3.0,4.0,3.0,8.4,9.3,6.5,9.0,3.0,25,25,25,7,14,5,26,18,19,16,17,37,33,19,18,16,17,37,37,45,24,19,88,3,4,3,5,4,4,2,13,15,14,42,14,13,10,15,14,8,74,A2N2GFB33ZMYGF,3,0,A2N2GFB33ZMYGF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,5.0,5.0,5.0,5.0,27,7,16,24,20,24,16,NA,NA,NA,NA,NA,NA,NA,172,NA,14,97,7,27,8,15,15,10,15,10,12,3,25,138,24,61,27,26,16,6,9,31,6.0,5.0,5.0,5,6,4,3,3,3,4,4,4,2.0,3.0,1.0,2.0,A2N2GFB33ZMYGF,30,9,7993,NA,NA,NA,NA,1.0,7.0,1.0,4.0,1.0,6.0,18.0,NaN,6.0,6.0,6.0,6.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,NA,12,NA,A2N2GFB33ZMYGF,3BJKPTD2QCTCLGIAJNUVGTYK28LRTA,25,68,CO,459.0,96.0,11.0,112.0,3.0,1.0,3.0,Straight,76.0,240.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,8.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,NaN,14.0,6.0,0.0,0.0,NaN,0.0,"NA",5.0,5.0,NA,10.0,6.0,8.0,10.0,7.0,8.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,40000,NA,1,20.0,80.0,59.0,100.0,81.0,100.0,17.0,10.0,6/18/18 14:21,6/18/18 14:37,73.168.184.71,967,R_1U1wG0qkoHYeVHz,41.57809448,-87.32559967,m,36,Liberal,Black,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,96.0,1000,Information Technology,1.0,15.0,3.0,3.0,profit,0,25,25,Bachelors,Both manager and IC,NA,4,5,Undergrad,Undergrad,35-44,4,3,0,0,0,0,0,0
CO,10,3.0,1.0,2.0,5.9,4.8,8.1,NaN,1.0,21,50,37,11,15,3,29,14,15,16,12,29,28,15,14,16,12,29,28,28,19,29,76,3,1,2,6,5,3,3,11,9,11,31,15,9,3,12,3,3,45,A5849R9KAWN0S,1,0,A5849R9KAWN0S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,5.0,5.0,4.0,4.0,25,21,13,11,20,16,18,NA,NA,NA,NA,NA,NA,NA,163,NA,18,106,12,22,16,13,15,12,16,9,13,3,25,137,24,69,22,22,14,14,11,39,6.0,6.0,6.0,4,4,5,6,6,5,6,4,4,1.0,1.0,1.0,1.0,A5849R9KAWN0S,41,21,8607,NA,NA,NA,NA,1.0,21.0,0.0,NaN,NaN,NaN,NaN,NaN,6.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,NA,16,NA,A5849R9KAWN0S,3R5OYNIC2CQR932V6VQ6BYY51ROTPD,24,42,CO,314.0,75.0,9.0,82.0,5.0,1.0,1.0,Bisexual,68.0,360.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,NaN,18.0,7.0,0.0,0.0,NaN,0.0,"NA",6.0,2.0,NA,9.0,7.0,9.0,9.0,9.0,9.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,90000,NA,1,28.0,61.0,5.0,100.0,0.0,11.0,20.0,38.0,6/18/18 19:40,6/18/18 19:52,98.169.205.33,699,R_24Gk54GzDz37eOM,38.75909424,-77.0951004,f,54,Liberal,White,NaN,7,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,218.0,1000,Legal,1.0,8.0,2.0,NaN,profit,0,6,NaN,"Professional (MD, JD)",Individual contributor,NA,4.888888888888889,7,Terminal,Graduate,45-54,2,1,0,0,1,0,0,0
CO,8,3.0,2.0,1.0,7,8.5,6.5,9.1,3.0,15,95,98,5,15,5,25,10,14,16,16,24,32,14,8,16,16,24,33,31,20,16,67,3,2,1,3,2,3,2,10,11,6,27,12,10,6,14,13,6,61,A1DOKYGCXQG3FE,2,0,A1DOKYGCXQG3FE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,5.0,3.0,3.0,5.0,23,8,20,15,18,17,15,NA,NA,NA,NA,NA,NA,NA,128,NA,12,80,8,24,10,8,10,10,10,8,13,3,24,104,15,51,22,16,8,7,6,21,6.0,5.0,4.0,2,3,2,3,4,3,3,2,4,3.0,3.0,2.0,2.0,A1DOKYGCXQG3FE,30,70,7155,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,6.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,NA,26,NA,A1DOKYGCXQG3FE,3Z33IC0JC03LU8QDU1UOQQMBT0P9V1,43,58,CO,197.0,44.0,42.0,57.0,6.0,1.0,3.0,Straight,66.0,145.0,2.0,-10.0,-1.0,-3.0,-2.0,1.0,8,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,12.0,0.0,0.0,0.0,NaN,1.0,Yes,4.0,3.0,NA,7.0,8.0,5.0,4.0,8.0,7.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,70000,NA,2,80.0,70.0,40.0,100.0,45.0,80.0,18.0,12.0,6/14/18 5:59,6/14/18 6:09,96.255.112.17,592,R_OJBssyfPkYAf5Hr,38.88650513,-77.09690094,f,27,Centrist,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,43.0,1.0,50.0,100,Applied Mathematics and Statistical Analysis,1.0,5.0,2.0,NaN,profit,1,12,24,Bachelors,Individual contributor,NA,2.888888888888889,5,Undergrad,Undergrad,25-34,1,1,0,0,0,0,1,0
